station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1009,2014-05-01 00:00:00,87.0,163.1,60.4,0.9,98.7,14.4,0.0,18.0,755.9,71.0,2.0,23.0
1009,2014-05-01 01:00:00,103.0,166.0,59.0,0.9,84.0,12.0,0.0,18.0,755.9,71.0,2.0,23.0
1009,2014-05-01 02:00:00,112.0,171.0,38.0,0.9,103.0,21.0,0.0,18.0,755.9,71.0,2.0,23.0
1009,2014-05-01 03:00:00,117.0,163.0,35.0,0.8,96.0,18.0,0.0,18.0,755.9,71.0,2.0,23.0
1009,2014-05-01 04:00:00,124.0,158.0,38.0,0.9,67.0,14.0,0.0,18.0,755.9,71.0,2.0,23.0
1009,2014-05-01 05:00:00,132.0,161.0,31.0,0.9,57.0,11.0,0.0,16.8,755.8,78.0,1.0,13.0
1009,2014-05-01 06:00:00,138.0,163.0,41.0,1.0,56.0,9.0,0.0,16.8,755.8,78.0,1.0,13.0
1009,2014-05-01 07:00:00,142.0,179.0,56.0,1.1,40.0,10.0,0.0,16.8,755.8,78.0,1.0,13.0
1009,2014-05-01 08:00:00,156.0,222.0,63.0,1.2,42.0,18.0,0.0,19.0,756.9,72.0,2.0,23.0
1009,2014-05-01 09:00:00,168.0,224.0,61.0,1.2,56.0,29.0,0.0,19.0,756.9,72.0,2.0,23.0
1009,2014-05-01 10:00:00,168.0,227.0,53.0,1.2,87.0,35.0,0.0,19.0,756.9,72.0,2.0,23.0
1009,2014-05-01 11:00:00,149.0,214.0,34.0,1.1,133.0,40.0,0.0,24.5,756.1,57.0,4.0,23.0
1009,2014-05-01 12:00:00,148.0,210.0,25.0,1.1,162.0,46.0,0.0,24.5,756.1,57.0,4.0,23.0
1009,2014-05-01 13:00:00,150.0,192.0,23.0,1.2,176.0,41.0,0.0,24.5,756.1,57.0,4.0,23.0
1009,2014-05-01 14:00:00,144.0,182.0,22.0,1.2,194.0,42.0,0.0,26.7,753.9,44.0,5.0,3.0
1009,2014-05-01 15:00:00,151.0,207.0,24.0,1.3,198.0,42.0,0.0,26.7,753.9,44.0,5.0,3.0
1009,2014-05-01 16:00:00,156.0,201.0,26.0,1.3,201.0,42.0,0.0,26.7,753.9,44.0,5.0,3.0
1009,2014-05-01 17:00:00,137.0,198.0,24.0,1.1,206.0,34.0,0.0,26.6,753.8,48.0,3.0,2.0
1009,2014-05-01 18:00:00,92.0,198.0,25.0,0.8,128.0,18.0,0.0,26.6,753.8,48.0,3.0,2.0
1009,2014-05-01 19:00:00,65.0,216.0,31.0,0.7,62.0,2.0,0.0,26.6,753.8,48.0,3.0,2.0
1009,2014-05-01 20:00:00,81.0,216.0,27.0,0.6,63.0,5.0,0.0,19.1,756.7,32.0,6.0,4.0
1009,2014-05-01 21:00:00,50.0,155.0,16.0,0.5,74.0,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1009,2014-05-01 22:00:00,31.0,79.0,12.0,0.4,75.0,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1009,2014-05-01 23:00:00,33.0,79.0,13.0,0.4,72.0,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1009,2014-05-02 00:00:00,31.0,48.0,12.0,0.4,72.0,4.0,0.0,15.1,759.2,42.0,5.0,4.0
1009,2014-05-02 01:00:00,22.0,30.0,10.0,0.4,71.0,4.0,0.0,15.1,759.2,42.0,5.0,4.0
1009,2014-05-02 02:00:00,18.0,26.0,10.0,0.4,70.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1009,2014-05-02 03:00:00,24.0,27.0,9.0,0.4,73.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1009,2014-05-02 04:00:00,14.0,17.0,9.0,0.4,74.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1009,2014-05-02 05:00:00,17.0,20.0,8.0,0.4,79.0,4.0,0.0,13.5,760.3,35.0,4.0,24.0
1009,2014-05-02 06:00:00,12.0,15.0,7.0,0.3,90.0,3.0,0.0,13.5,760.3,35.0,4.0,24.0
1009,2014-05-02 07:00:00,10.0,27.0,9.0,0.2,101.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
