station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1019,2014-05-01 00:00:00,108.0,159.1,95.7,0.7,67.8,4.6,0.0,18.0,755.9,71.0,2.0,23.0
1019,2014-05-01 01:00:00,130.0,204.8,121.3,0.7,31.6,2.1,0.0,18.0,755.9,71.0,2.0,23.0
1019,2014-05-01 02:00:00,128.0,196.2,81.1,0.7,57.4,11.8,0.0,18.0,755.9,71.0,2.0,23.0
1019,2014-05-01 03:00:00,131.0,176.5,53.5,0.7,69.1,7.4,0.0,18.0,755.9,71.0,2.0,23.0
1019,2014-05-01 04:00:00,144.0,194.7,51.0,0.8,63.0,15.8,0.0,18.0,755.9,71.0,2.0,23.0
1019,2014-05-01 05:00:00,164.0,198.0,62.1,0.8,43.5,21.9,0.0,16.8,755.8,78.0,1.0,13.0
1019,2014-05-01 06:00:00,167.0,211.6,68.5,0.9,32.4,20.7,0.0,16.8,755.8,78.0,1.0,13.0
1019,2014-05-01 07:00:00,186.0,217.4,88.1,1.2,6.4,14.3,0.0,16.8,755.8,78.0,1.0,13.0
1019,2014-05-01 08:00:00,188.0,216.7,91.8,1.3,4.3,19.0,0.0,19.0,756.9,72.0,2.0,23.0
1019,2014-05-01 09:00:00,187.0,243.6,84.1,1.2,19.5,29.5,0.0,19.0,756.9,72.0,2.0,23.0
1019,2014-05-01 10:00:00,185.0,236.7,52.8,1.0,74.3,38.2,0.0,19.0,756.9,72.0,2.0,23.0
1019,2014-05-01 11:00:00,165.0,209.9,36.3,0.9,114.8,31.5,0.0,24.5,756.1,57.0,4.0,23.0
1019,2014-05-01 12:00:00,143.0,182.5,22.9,0.7,158.2,27.7,0.0,24.5,756.1,57.0,4.0,23.0
1019,2014-05-01 13:00:00,148.0,175.0,19.9,0.7,178.8,29.2,0.0,24.5,756.1,57.0,4.0,23.0
1019,2014-05-01 14:00:00,152.0,168.3,19.6,0.7,202.6,21.2,0.0,26.7,753.9,44.0,5.0,3.0
1019,2014-05-01 15:00:00,148.0,168.3,21.5,0.7,214.4,19.7,0.0,26.7,753.9,44.0,5.0,3.0
1019,2014-05-01 16:00:00,142.0,178.9,24.5,0.7,226.9,25.3,0.0,26.7,753.9,44.0,5.0,3.0
1019,2014-05-01 17:00:00,138.0,147.5,22.1,0.7,227.0,22.5,0.0,26.6,753.8,48.0,3.0,2.0
1019,2014-05-01 18:00:00,137.0,192.8,22.7,0.7,220.4,17.3,0.0,26.6,753.8,48.0,3.0,2.0
1019,2014-05-01 19:00:00,143.0,169.5,26.2,0.6,163.6,8.1,0.0,26.6,753.8,48.0,3.0,2.0
1019,2014-05-01 20:00:00,143.0,169.5,22.3,0.5,73.7,8.6,0.0,19.1,756.7,32.0,6.0,4.0
1019,2014-05-01 21:00:00,98.0,178.7,26.4,0.5,51.6,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1019,2014-05-01 22:00:00,127.0,242.4,16.5,0.4,69.3,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1019,2014-05-01 23:00:00,55.0,111.5,15.4,0.3,66.8,2.8,0.0,15.1,759.2,42.0,5.0,4.0
1019,2014-05-02 00:00:00,52.0,76.9,12.9,0.3,68.3,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1019,2014-05-02 01:00:00,136.0,76.9,14.4,0.3,64.8,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1019,2014-05-02 02:00:00,47.0,76.9,11.0,0.3,69.4,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1019,2014-05-02 03:00:00,30.0,32.2,10.8,0.2,70.6,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1019,2014-05-02 04:00:00,17.0,25.7,13.1,0.2,68.8,2.0,0.0,13.7,759.4,38.0,4.0,24.0
