station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1020,2014-05-01 00:00:00,91.0,145.7,33.8,0.7,132.9,13.1,0.0,18.0,755.9,71.0,2.0,23.0
1020,2014-05-01 01:00:00,101.0,156.0,50.0,0.8,89.0,11.0,0.0,18.0,755.9,71.0,2.0,23.0
1020,2014-05-01 02:00:00,111.0,171.0,35.0,0.8,102.0,16.0,0.0,18.0,755.9,71.0,2.0,23.0
1020,2014-05-01 03:00:00,119.0,159.0,25.0,0.8,111.0,19.0,0.0,18.0,755.9,71.0,2.0,23.0
1020,2014-05-01 04:00:00,127.0,150.0,26.0,0.8,98.0,19.0,0.0,18.0,755.9,71.0,2.0,23.0
1020,2014-05-01 05:00:00,132.0,137.0,32.0,0.8,65.0,10.0,0.0,16.8,755.8,78.0,1.0,13.0
1020,2014-05-01 06:00:00,134.0,141.0,42.0,0.9,28.0,5.0,0.0,16.8,755.8,78.0,1.0,13.0
1020,2014-05-01 07:00:00,142.0,188.0,44.0,1.0,28.0,6.0,0.0,16.8,755.8,78.0,1.0,13.0
1020,2014-05-01 08:00:00,167.0,177.0,62.0,1.1,39.0,17.0,0.0,19.0,756.9,72.0,2.0,23.0
1020,2014-05-01 09:00:00,181.0,204.0,55.0,1.1,59.0,28.0,0.0,19.0,756.9,72.0,2.0,23.0
1020,2014-05-01 10:00:00,188.0,226.0,51.0,1.1,84.0,34.0,0.0,19.0,756.9,72.0,2.0,23.0
1020,2014-05-01 11:00:00,164.0,194.0,26.0,1.0,138.0,37.0,0.0,24.5,756.1,57.0,4.0,23.0
1020,2014-05-01 12:00:00,162.0,183.0,16.0,0.9,170.0,39.0,0.0,24.5,756.1,57.0,4.0,23.0
1020,2014-05-01 13:00:00,163.0,176.0,14.0,1.0,182.0,40.0,0.0,24.5,756.1,57.0,4.0,23.0
1020,2014-05-01 14:00:00,153.0,176.0,12.0,1.0,201.0,40.0,0.0,26.7,753.9,44.0,5.0,3.0
1020,2014-05-01 15:00:00,147.0,191.0,13.0,1.0,210.0,39.0,0.0,26.7,753.9,44.0,5.0,3.0
1020,2014-05-01 16:00:00,155.0,173.0,14.0,1.2,214.0,43.0,0.0,26.7,753.9,44.0,5.0,3.0
1020,2014-05-01 17:00:00,154.0,202.0,17.0,1.0,213.0,35.0,0.0,26.6,753.8,48.0,3.0,2.0
1020,2014-05-01 18:00:00,85.0,202.0,32.0,0.8,122.0,19.0,0.0,26.6,753.8,48.0,3.0,2.0
1020,2014-05-01 19:00:00,99.0,202.0,44.0,0.7,51.0,4.0,0.0,26.6,753.8,48.0,3.0,2.0
1020,2014-05-01 20:00:00,44.0,60.0,28.0,0.5,64.0,6.0,0.0,19.1,756.7,32.0,6.0,4.0
1020,2014-05-01 21:00:00,60.0,191.0,22.0,0.4,70.0,3.0,0.0,19.1,756.7,32.0,6.0,4.0
1020,2014-05-01 22:00:00,40.0,80.0,18.0,0.4,72.0,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1020,2014-05-01 23:00:00,30.0,33.0,22.0,0.4,63.0,3.0,0.0,15.1,759.2,42.0,5.0,4.0
1020,2014-05-02 00:00:00,28.0,33.0,18.0,0.4,66.0,5.0,0.0,15.1,759.2,42.0,5.0,4.0
1020,2014-05-02 01:00:00,32.0,33.0,14.0,0.4,68.0,5.0,0.0,15.1,759.2,42.0,5.0,4.0
1020,2014-05-02 02:00:00,30.0,33.0,14.0,0.4,67.0,6.0,0.0,13.7,759.4,38.0,4.0,24.0
1020,2014-05-02 03:00:00,24.0,33.0,13.0,0.4,68.0,6.0,0.0,13.7,759.4,38.0,4.0,24.0
1020,2014-05-02 04:00:00,17.0,18.0,11.0,0.4,71.0,5.0,0.0,13.7,759.4,38.0,4.0,24.0
1020,2014-05-02 05:00:00,17.0,21.0,14.0,0.3,70.0,5.0,0.0,13.5,760.3,35.0,4.0,24.0
1020,2014-05-02 06:00:00,21.0,25.0,14.0,0.3,81.0,4.0,0.0,13.5,760.3,35.0,4.0,24.0
1020,2014-05-02 07:00:00,9.0,20.0,18.0,0.2,90.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1020,2014-05-02 08:00:00,16.0,55.0,18.0,0.3,81.0,5.0,0.0,14.4,762.2,24.0,8.0,4.0
1020,2014-05-02 09:00:00,19.0,22.0,17.0,0.3,79.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1020,2014-05-02 10:00:00,26.0,82.0,18.0,0.3,82.0,3.0,0.0,14.4,762.2,24.0,8.0,4.0
1020,2014-05-02 11:00:00,29.0,35.0,18.0,0.3,89.0,4.0,0.0,18.6,763.6,14.0,4.0,24.0
1020,2014-05-02 12:00:00,29.0,35.0,17.9,0.3,89.1,3.7,0.0,18.6,763.6,14.0,4.0,24.0
1020,2014-05-02 13:00:00,20.0,35.0,17.7,0.3,93.8,2.1,0.0,18.6,763.6,14.0,4.0,24.0
1020,2014-05-02 14:00:00,13.0,25.0,19.0,0.3,100.0,3.0,0.0,21.8,761.6,11.0,2.0,3.0
1020,2014-05-02 15:00:00,12.0,25.0,18.6,0.3,100.2,3.0,0.0,21.8,761.6,11.0,2.0,3.0
1020,2014-05-02 16:00:00,22.0,25.0,15.7,0.3,106.6,3.1,0.0,21.8,761.6,11.0,2.0,3.0
1020,2014-05-02 17:00:00,12.0,128.0,21.0,0.2,95.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1020,2014-05-02 18:00:00,24.0,176.0,23.0,0.3,88.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1020,2014-05-02 19:00:00,3.0,21.0,30.0,0.3,79.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1020,2014-05-02 20:00:00,3.0,51.0,44.0,0.4,56.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1020,2014-05-02 21:00:00,20.0,80.0,40.0,0.4,36.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1020,2014-05-02 22:00:00,19.0,34.0,79.0,0.7,8.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1020,2014-05-02 23:00:00,30.0,60.0,70.0,0.7,5.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1020,2014-05-03 00:00:00,30.0,44.0,68.0,0.8,4.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1020,2014-05-03 01:00:00,27.0,37.0,66.0,0.8,5.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1020,2014-05-03 02:00:00,31.0,43.0,64.0,0.8,4.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1020,2014-05-03 03:00:00,31.0,33.0,65.0,0.6,4.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1020,2014-05-03 04:00:00,29.0,52.0,65.0,0.5,3.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1020,2014-05-03 05:00:00,30.0,45.0,55.0,0.4,4.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1020,2014-05-03 06:00:00,31.0,38.0,57.0,0.4,4.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1020,2014-05-03 07:00:00,37.0,81.0,45.0,0.5,9.0,3.0,0.0,11.1,761.1,53.0,1.0,23.0
1020,2014-05-03 08:00:00,49.0,81.0,54.0,0.5,24.0,17.0,0.0,15.8,760.3,37.0,4.0,23.0
1020,2014-05-03 09:00:00,54.0,103.0,54.0,0.6,36.0,20.0,0.0,15.8,760.3,37.0,4.0,23.0
1020,2014-05-03 10:00:00,59.0,95.0,46.0,0.6,56.0,21.0,0.0,15.8,760.3,37.0,4.0,23.0
1020,2014-05-03 11:00:00,55.0,82.0,33.0,0.5,82.0,24.0,0.0,21.7,757.3,27.0,5.0,3.0
1020,2014-05-03 12:00:00,50.0,86.0,24.0,0.5,104.0,25.0,0.0,21.7,757.3,27.0,5.0,3.0
1020,2014-05-03 13:00:00,49.0,85.6,23.8,0.5,104.5,25.2,0.0,21.7,757.3,27.0,5.0,3.0
