station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1005,2014-05-01 00:00:00,109.0,112.9,51.0,0.9,86.0,7.3,0.0,18.0,755.9,71.0,2.0,23.0
1005,2014-05-01 01:00:00,101.0,112.7,47.1,0.9,81.5,6.3,0.0,18.0,755.9,71.0,2.0,23.0
1005,2014-05-01 02:00:00,102.0,108.4,47.8,0.9,69.1,6.1,0.0,18.0,755.9,71.0,2.0,23.0
1005,2014-05-01 03:00:00,108.0,115.0,40.7,1.0,69.1,5.0,0.0,18.0,755.9,71.0,2.0,23.0
1005,2014-05-01 04:00:00,115.0,116.4,33.7,1.0,66.1,4.7,0.0,18.0,755.9,71.0,2.0,23.0
1005,2014-05-01 05:00:00,123.0,124.9,40.5,1.0,54.9,4.8,0.0,16.8,755.8,78.0,1.0,13.0
1005,2014-05-01 06:00:00,142.0,124.9,38.8,1.0,46.4,4.4,0.0,16.8,755.8,78.0,1.0,13.0
1005,2014-05-01 07:00:00,146.0,124.9,58.2,1.1,18.8,3.6,0.0,16.8,755.8,78.0,1.0,13.0
1005,2014-05-01 08:00:00,130.0,134.3,86.5,1.3,3.5,4.2,0.0,19.0,756.9,72.0,2.0,23.0
1005,2014-05-01 09:00:00,158.0,162.7,75.0,1.2,12.6,8.9,0.0,19.0,756.9,72.0,2.0,23.0
1005,2014-05-01 10:00:00,152.0,161.0,60.8,1.2,29.8,15.2,0.0,19.0,756.9,72.0,2.0,23.0
1005,2014-05-01 11:00:00,163.0,170.3,48.4,1.2,55.2,22.8,0.0,24.5,756.1,57.0,4.0,23.0
1005,2014-05-01 12:00:00,181.0,170.3,49.6,1.2,87.2,28.6,0.0,24.5,756.1,57.0,4.0,23.0
1005,2014-05-01 13:00:00,173.0,170.3,37.6,1.2,116.9,33.1,0.0,24.5,756.1,57.0,4.0,23.0
1005,2014-05-01 14:00:00,189.0,170.3,35.1,1.3,133.4,36.2,0.0,26.7,753.9,44.0,5.0,3.0
1005,2014-05-01 15:00:00,184.0,170.3,36.3,1.4,141.4,36.4,0.0,26.7,753.9,44.0,5.0,3.0
1005,2014-05-01 16:00:00,184.0,170.3,34.6,1.4,159.0,37.0,0.0,26.7,753.9,44.0,5.0,3.0
1005,2014-05-01 17:00:00,167.0,170.3,36.4,1.2,158.6,31.2,0.0,26.6,753.8,48.0,3.0,2.0
1005,2014-05-01 18:00:00,159.0,170.3,36.7,1.2,154.2,25.3,0.0,26.6,753.8,48.0,3.0,2.0
1005,2014-05-01 19:00:00,148.0,170.3,38.7,1.0,116.0,21.5,0.0,26.6,753.8,48.0,3.0,2.0
1005,2014-05-01 20:00:00,95.0,170.3,23.2,0.6,63.4,9.2,0.0,19.1,756.7,32.0,6.0,4.0
1005,2014-05-01 21:00:00,92.0,170.3,18.9,0.5,60.2,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1005,2014-05-01 22:00:00,58.0,170.3,19.8,0.4,55.5,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1005,2014-05-01 23:00:00,48.0,170.3,11.4,0.4,62.2,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1005,2014-05-02 00:00:00,40.0,170.3,9.2,0.4,62.6,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1005,2014-05-02 01:00:00,31.0,170.3,8.7,0.3,62.9,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1005,2014-05-02 02:00:00,29.0,170.3,7.0,0.4,63.2,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1005,2014-05-02 03:00:00,26.0,170.3,7.3,0.4,57.3,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1005,2014-05-02 04:00:00,25.0,170.3,9.1,0.3,53.6,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1005,2014-05-02 05:00:00,22.0,170.3,9.1,0.3,20.2,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1005,2014-05-02 06:00:00,20.0,170.3,8.0,0.3,65.3,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1005,2014-05-02 07:00:00,13.0,170.3,8.9,0.3,72.8,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1005,2014-05-02 08:00:00,12.0,170.3,9.6,0.3,81.8,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1005,2014-05-02 09:00:00,34.0,170.3,9.9,0.3,77.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1005,2014-05-02 10:00:00,32.0,170.3,13.0,0.3,71.7,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1005,2014-05-02 11:00:00,26.0,170.3,13.5,0.3,75.9,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1005,2014-05-02 12:00:00,20.0,170.3,13.9,0.3,77.3,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1005,2014-05-02 13:00:00,14.0,170.3,11.5,0.2,79.8,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1005,2014-05-02 14:00:00,8.0,170.3,10.0,0.2,78.2,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1005,2014-05-02 15:00:00,18.0,170.3,11.5,0.2,78.5,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1005,2014-05-02 16:00:00,24.0,170.3,14.6,0.2,79.0,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1005,2014-05-02 17:00:00,8.0,170.3,11.7,0.2,82.2,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1005,2014-05-02 18:00:00,18.0,170.3,13.5,0.2,80.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1005,2014-05-02 19:00:00,28.0,138.9,11.1,0.2,80.9,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1005,2014-05-02 20:00:00,42.0,138.9,16.1,0.3,74.6,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1005,2014-05-02 21:00:00,10.0,138.9,30.4,0.3,57.4,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1005,2014-05-02 22:00:00,17.0,138.9,60.0,0.5,28.9,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1005,2014-05-02 23:00:00,24.0,138.9,70.1,0.5,15.4,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1005,2014-05-03 00:00:00,32.0,138.9,71.4,0.6,11.5,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1005,2014-05-03 01:00:00,28.0,138.9,61.0,0.5,15.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1005,2014-05-03 02:00:00,39.0,138.9,76.7,0.6,2.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1005,2014-05-03 03:00:00,34.0,44.3,75.7,0.5,2.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1005,2014-05-03 04:00:00,33.0,39.5,72.6,0.5,2.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1005,2014-05-03 05:00:00,37.0,55.5,68.5,0.6,2.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1005,2014-05-03 06:00:00,41.0,41.1,70.1,0.6,2.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1005,2014-05-03 07:00:00,37.0,47.8,64.3,0.6,2.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1005,2014-05-03 08:00:00,53.0,56.9,64.8,0.8,2.0,8.3,0.0,15.8,760.3,37.0,4.0,23.0
1005,2014-05-03 09:00:00,65.0,76.8,63.4,0.7,8.5,14.1,0.0,15.8,760.3,37.0,4.0,23.0
1005,2014-05-03 10:00:00,96.0,76.8,50.1,0.6,28.2,15.6,0.0,15.8,760.3,37.0,4.0,23.0
1005,2014-05-03 11:00:00,60.0,136.5,43.4,0.6,45.3,17.0,0.0,21.7,757.3,27.0,5.0,3.0
1005,2014-05-03 12:00:00,75.0,81.7,40.9,0.6,62.0,18.1,0.0,21.7,757.3,27.0,5.0,3.0
1005,2014-05-03 13:00:00,63.0,87.5,39.9,0.6,72.9,19.5,0.0,21.7,757.3,27.0,5.0,3.0
1005,2014-05-03 14:00:00,72.0,115.2,36.7,0.5,81.4,13.1,0.0,21.6,756.5,24.0,6.0,23.0
1005,2014-05-03 15:00:00,46.0,112.0,29.1,0.4,83.1,7.8,0.0,21.6,756.5,24.0,6.0,23.0
1005,2014-05-03 16:00:00,36.0,48.8,31.1,0.4,77.1,4.6,0.0,21.6,756.5,24.0,6.0,23.0
