station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1030,2014-05-01 00:00:00,78.0,83.0,17.7,0.6,151.1,11.5,0.0,18.0,755.9,71.0,2.0,23.0
1030,2014-05-01 01:00:00,78.0,83.0,16.0,0.6,126.0,8.0,0.0,18.0,755.9,71.0,2.0,23.0
1030,2014-05-01 02:00:00,77.0,85.0,16.0,0.6,119.0,6.0,0.0,18.0,755.9,71.0,2.0,23.0
1030,2014-05-01 03:00:00,90.0,90.0,16.0,0.6,103.0,5.0,0.0,18.0,755.9,71.0,2.0,23.0
1030,2014-05-01 04:00:00,83.0,92.0,20.0,0.6,95.0,4.0,0.0,18.0,755.9,71.0,2.0,23.0
1030,2014-05-01 05:00:00,97.0,99.0,23.0,0.6,80.0,4.0,0.0,16.8,755.8,78.0,1.0,13.0
1030,2014-05-01 06:00:00,94.0,105.0,26.0,0.7,68.0,4.0,0.0,16.8,755.8,78.0,1.0,13.0
1030,2014-05-01 07:00:00,117.0,122.0,30.0,0.8,54.0,5.0,0.0,16.8,755.8,78.0,1.0,13.0
1030,2014-05-01 08:00:00,128.0,161.0,41.0,0.8,42.0,8.0,0.0,19.0,756.9,72.0,2.0,23.0
1030,2014-05-01 09:00:00,133.0,150.0,58.0,0.8,44.0,10.0,0.0,19.0,756.9,72.0,2.0,23.0
1030,2014-05-01 10:00:00,147.0,175.0,37.0,0.8,99.0,14.0,0.0,19.0,756.9,72.0,2.0,23.0
1030,2014-05-01 11:00:00,166.0,180.0,42.0,1.0,120.0,20.0,0.0,24.5,756.1,57.0,4.0,23.0
1030,2014-05-01 12:00:00,171.0,184.0,43.0,1.0,164.0,21.0,0.0,24.5,756.1,57.0,4.0,23.0
1030,2014-05-01 13:00:00,190.0,216.0,48.0,1.0,161.0,23.0,0.0,24.5,756.1,57.0,4.0,23.0
1030,2014-05-01 14:00:00,173.0,186.0,32.0,1.2,189.0,34.0,0.0,26.7,753.9,44.0,5.0,3.0
1030,2014-05-01 15:00:00,178.0,186.0,22.0,1.4,209.0,49.0,0.0,26.7,753.9,44.0,5.0,3.0
1030,2014-05-01 16:00:00,173.0,174.0,20.0,1.3,212.0,38.0,0.0,26.7,753.9,44.0,5.0,3.0
1030,2014-05-01 17:00:00,117.0,174.0,14.0,0.6,119.0,12.0,0.0,26.6,753.8,48.0,3.0,2.0
1030,2014-05-01 18:00:00,69.0,174.0,11.0,0.3,95.0,7.0,0.0,26.6,753.8,48.0,3.0,2.0
1030,2014-05-01 19:00:00,82.0,170.0,13.0,0.3,81.0,5.0,0.0,26.6,753.8,48.0,3.0,2.0
1030,2014-05-01 20:00:00,74.0,316.0,12.0,0.3,82.0,4.0,0.0,19.1,756.7,32.0,6.0,4.0
1030,2014-05-01 21:00:00,42.0,94.0,11.0,0.3,78.0,4.0,0.0,19.1,756.7,32.0,6.0,4.0
1030,2014-05-01 22:00:00,46.0,94.0,12.0,0.3,70.0,5.0,0.0,19.1,756.7,32.0,6.0,4.0
1030,2014-05-01 23:00:00,30.0,94.0,12.0,0.2,70.0,5.0,0.0,15.1,759.2,42.0,5.0,4.0
1030,2014-05-02 00:00:00,29.0,94.0,6.0,0.1,83.0,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1030,2014-05-02 01:00:00,27.0,94.0,6.0,0.1,84.0,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1030,2014-05-02 02:00:00,26.0,94.0,6.0,0.1,84.0,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1030,2014-05-02 03:00:00,20.0,94.0,6.0,0.2,86.0,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1030,2014-05-02 04:00:00,22.0,94.0,6.0,0.2,88.0,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1030,2014-05-02 05:00:00,15.0,94.0,6.0,0.1,74.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1030,2014-05-02 06:00:00,11.0,94.0,3.0,0.1,106.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1030,2014-05-02 07:00:00,8.0,94.0,3.0,0.1,100.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1030,2014-05-02 08:00:00,35.0,94.0,4.0,0.1,88.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1030,2014-05-02 09:00:00,59.0,164.0,3.0,0.2,90.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1030,2014-05-02 10:00:00,34.0,34.0,2.0,0.2,94.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1030,2014-05-02 11:00:00,26.0,34.0,2.0,0.2,97.0,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1030,2014-05-02 12:00:00,26.0,17.4,2.0,0.2,97.3,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1030,2014-05-02 13:00:00,18.0,20.4,2.0,0.2,95.8,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1030,2014-05-02 14:00:00,18.0,21.0,2.0,0.2,102.0,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1030,2014-05-02 15:00:00,17.0,20.9,2.0,0.2,101.5,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1030,2014-05-02 16:00:00,14.0,138.4,4.0,0.2,100.3,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1030,2014-05-02 17:00:00,9.0,139.0,5.0,0.2,101.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1030,2014-05-02 18:00:00,3.0,97.0,3.0,0.2,101.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1030,2014-05-02 19:00:00,10.0,18.0,3.0,0.2,102.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1030,2014-05-02 20:00:00,5.0,33.0,9.0,0.2,87.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1030,2014-05-02 21:00:00,10.0,10.0,11.0,0.2,81.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1030,2014-05-02 22:00:00,10.0,13.0,10.0,0.2,82.0,4.0,0.0,15.7,763.7,38.0,1.0,14.0
1030,2014-05-02 23:00:00,11.0,20.0,14.0,0.2,70.0,4.0,0.0,13.3,763.6,49.0,1.0,2.0
1030,2014-05-03 00:00:00,17.0,31.0,17.0,0.2,54.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1030,2014-05-03 01:00:00,12.0,15.0,15.0,0.2,52.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1030,2014-05-03 02:00:00,11.0,15.0,8.0,0.2,62.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1030,2014-05-03 03:00:00,9.0,18.0,9.0,0.2,59.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1030,2014-05-03 04:00:00,6.0,13.0,9.0,0.2,56.0,2.0,0.0,11.4,762.6,56.0,2.0,23.0
1030,2014-05-03 05:00:00,9.0,13.0,7.0,0.2,55.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1030,2014-05-03 06:00:00,4.0,10.0,10.0,0.2,50.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
1030,2014-05-03 07:00:00,11.0,28.0,15.0,0.2,42.0,2.0,0.0,11.1,761.1,53.0,1.0,23.0
