station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1012,2014-05-01 00:00:00,78.0,147.2,53.3,1.0,138.3,16.0,0.0,18.0,755.9,71.0,2.0,23.0
1012,2014-05-01 01:00:00,98.0,165.0,60.0,1.1,108.0,16.0,0.0,18.0,755.9,71.0,2.0,23.0
1012,2014-05-01 02:00:00,106.0,167.0,58.0,1.0,98.0,20.0,0.0,18.0,755.9,71.0,2.0,23.0
1012,2014-05-01 03:00:00,107.0,166.0,44.0,0.7,106.0,20.0,0.0,18.0,755.9,71.0,2.0,23.0
1012,2014-05-01 04:00:00,112.0,159.0,44.0,0.7,68.0,19.0,0.0,18.0,755.9,71.0,2.0,23.0
1012,2014-05-01 05:00:00,123.0,162.0,38.0,0.8,94.0,18.0,0.0,16.8,755.8,78.0,1.0,13.0
1012,2014-05-01 06:00:00,126.0,165.0,42.0,0.9,76.0,15.0,0.0,16.8,755.8,78.0,1.0,13.0
1012,2014-05-01 07:00:00,139.0,179.0,59.0,1.0,53.0,17.0,0.0,16.8,755.8,78.0,1.0,13.0
1012,2014-05-01 08:00:00,152.0,208.0,68.0,1.0,47.0,24.0,0.0,19.0,756.9,72.0,2.0,23.0
1012,2014-05-01 09:00:00,160.0,214.0,66.0,1.1,59.0,33.0,0.0,19.0,756.9,72.0,2.0,23.0
1012,2014-05-01 10:00:00,163.0,229.0,59.0,1.0,99.0,38.0,0.0,19.0,756.9,72.0,2.0,23.0
1012,2014-05-01 11:00:00,152.0,202.0,44.0,0.8,138.0,37.0,0.0,24.5,756.1,57.0,4.0,23.0
1012,2014-05-01 12:00:00,146.0,200.0,29.0,0.7,176.0,39.0,0.0,24.5,756.1,57.0,4.0,23.0
1012,2014-05-01 13:00:00,151.0,211.0,25.0,0.9,192.0,36.0,0.0,24.5,756.1,57.0,4.0,23.0
1012,2014-05-01 14:00:00,152.0,188.0,24.0,0.8,210.0,37.0,0.0,26.7,753.9,44.0,5.0,3.0
1012,2014-05-01 15:00:00,128.0,172.0,24.0,0.8,215.0,34.0,0.0,26.7,753.9,44.0,5.0,3.0
1012,2014-05-01 16:00:00,140.0,195.0,28.0,1.0,220.0,38.0,0.0,26.7,753.9,44.0,5.0,3.0
1012,2014-05-01 17:00:00,130.0,209.0,28.0,0.9,222.0,33.0,0.0,26.6,753.8,48.0,3.0,2.0
1012,2014-05-01 18:00:00,92.0,225.0,27.0,0.5,124.0,16.0,0.0,26.6,753.8,48.0,3.0,2.0
1012,2014-05-01 19:00:00,69.0,243.0,30.0,0.5,66.0,4.0,0.0,26.6,753.8,48.0,3.0,2.0
1012,2014-05-01 20:00:00,69.0,445.0,21.0,0.4,78.0,6.0,0.0,19.1,756.7,32.0,6.0,4.0
1012,2014-05-01 21:00:00,50.0,165.0,18.0,0.3,79.0,3.0,0.0,19.1,756.7,32.0,6.0,4.0
1012,2014-05-01 22:00:00,31.0,149.0,16.0,0.3,77.0,2.0,0.0,19.1,756.7,32.0,6.0,4.0
1012,2014-05-01 23:00:00,38.0,78.0,19.0,0.4,65.0,2.0,0.0,15.1,759.2,42.0,5.0,4.0
1012,2014-05-02 00:00:00,36.0,55.0,18.0,0.3,69.0,4.0,0.0,15.1,759.2,42.0,5.0,4.0
1012,2014-05-02 01:00:00,36.0,48.0,18.0,0.3,67.0,4.0,0.0,15.1,759.2,42.0,5.0,4.0
1012,2014-05-02 02:00:00,32.0,49.0,19.0,0.3,66.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1012,2014-05-02 03:00:00,26.0,36.0,20.0,0.3,65.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1012,2014-05-02 04:00:00,53.0,36.0,20.0,0.3,67.0,4.0,0.0,13.7,759.4,38.0,4.0,24.0
1012,2014-05-02 05:00:00,30.0,32.0,20.0,0.2,68.0,5.0,0.0,13.5,760.3,35.0,4.0,24.0
1012,2014-05-02 06:00:00,28.0,36.0,13.0,0.1,94.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1012,2014-05-02 07:00:00,20.0,45.0,12.0,0.1,104.0,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1012,2014-05-02 08:00:00,18.0,89.0,14.0,0.1,93.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1012,2014-05-02 09:00:00,34.0,80.0,12.0,0.1,91.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1012,2014-05-02 10:00:00,23.0,64.0,11.0,0.1,98.0,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1012,2014-05-02 11:00:00,22.0,64.0,15.0,0.1,101.0,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1012,2014-05-02 12:00:00,21.0,64.0,15.4,0.1,100.7,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1012,2014-05-02 13:00:00,17.0,35.6,16.3,0.1,105.1,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1012,2014-05-02 14:00:00,28.0,30.0,15.0,0.1,112.0,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1012,2014-05-02 15:00:00,28.0,30.5,14.7,0.1,112.1,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1012,2014-05-02 16:00:00,18.0,26.5,16.5,0.1,112.2,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1012,2014-05-02 17:00:00,18.0,26.5,21.0,0.1,101.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1012,2014-05-02 18:00:00,16.0,75.0,21.0,0.1,96.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1012,2014-05-02 19:00:00,12.0,30.0,25.0,0.2,90.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1012,2014-05-02 20:00:00,16.0,27.0,32.0,0.2,79.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1012,2014-05-02 21:00:00,13.0,25.0,34.0,0.2,71.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1012,2014-05-02 22:00:00,20.0,37.0,66.0,0.3,36.0,2.0,0.0,15.7,763.7,38.0,1.0,14.0
1012,2014-05-02 23:00:00,21.0,53.0,91.0,0.5,8.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1012,2014-05-03 00:00:00,32.0,89.0,99.0,0.8,2.0,2.0,0.0,13.3,763.6,49.0,1.0,2.0
1012,2014-05-03 01:00:00,33.0,54.0,100.0,0.8,2.0,3.0,0.0,13.3,763.6,49.0,1.0,2.0
1012,2014-05-03 02:00:00,29.0,50.0,92.0,0.4,6.0,3.0,0.0,11.4,762.6,56.0,2.0,23.0
1012,2014-05-03 03:00:00,31.0,76.0,92.0,0.5,2.0,4.0,0.0,11.4,762.6,56.0,2.0,23.0
1012,2014-05-03 04:00:00,34.0,81.0,87.0,0.4,2.0,4.0,0.0,11.4,762.6,56.0,2.0,23.0
1012,2014-05-03 05:00:00,27.0,86.0,87.0,0.5,2.0,4.0,0.0,11.1,761.1,53.0,1.0,23.0
1012,2014-05-03 06:00:00,47.0,144.0,82.0,0.8,2.0,4.0,0.0,11.1,761.1,53.0,1.0,23.0
1012,2014-05-03 07:00:00,66.0,144.0,83.0,1.1,2.0,6.0,0.0,11.1,761.1,53.0,1.0,23.0
1012,2014-05-03 08:00:00,75.0,144.0,92.0,1.1,2.0,8.0,0.0,15.8,760.3,37.0,4.0,23.0
1012,2014-05-03 09:00:00,75.0,144.0,97.0,0.9,7.0,13.0,0.0,15.8,760.3,37.0,4.0,23.0
1012,2014-05-03 10:00:00,61.0,115.0,55.0,0.5,50.0,22.0,0.0,15.8,760.3,37.0,4.0,23.0
1012,2014-05-03 11:00:00,62.0,116.0,45.0,0.4,76.0,23.0,0.0,21.7,757.3,27.0,5.0,3.0
1012,2014-05-03 12:00:00,56.0,108.0,32.0,0.3,104.0,24.0,0.0,21.7,757.3,27.0,5.0,3.0
1012,2014-05-03 13:00:00,56.0,107.8,32.5,0.3,104.4,23.9,0.0,21.7,757.3,27.0,5.0,3.0
1012,2014-05-03 14:00:00,53.0,132.7,25.5,0.2,120.7,15.6,0.0,21.6,756.5,24.0,6.0,23.0
1012,2014-05-03 15:00:00,31.0,78.0,28.0,0.2,104.0,8.0,0.0,21.6,756.5,24.0,6.0,23.0
1012,2014-05-03 16:00:00,30.0,77.7,28.4,0.2,104.1,8.0,0.0,21.6,756.5,24.0,6.0,23.0
1012,2014-05-03 17:00:00,31.0,158.0,16.0,0.1,107.0,4.0,0.0,22.0,756.4,12.0,4.0,24.0
1012,2014-05-03 18:00:00,36.0,372.0,17.0,0.1,96.0,2.0,0.0,22.0,756.4,12.0,4.0,24.0
1012,2014-05-03 19:00:00,50.0,540.0,15.0,0.1,93.0,2.0,0.0,22.0,756.4,12.0,4.0,24.0
1012,2014-05-03 20:00:00,31.0,282.0,15.0,0.1,88.0,2.0,0.0,17.1,760.5,16.0,9.0,24.0
1012,2014-05-03 21:00:00,20.0,195.0,16.0,0.1,84.0,2.0,0.0,17.1,760.5,16.0,9.0,24.0
1012,2014-05-03 22:00:00,28.0,151.0,15.0,0.1,86.0,2.0,0.0,17.1,760.5,16.0,9.0,24.0
1012,2014-05-03 23:00:00,30.0,146.0,14.0,0.1,86.0,2.0,0.0,13.2,763.3,23.0,5.0,24.0
1012,2014-05-04 00:00:00,33.0,101.0,16.0,0.2,81.0,2.0,0.0,13.2,763.3,23.0,5.0,24.0
1012,2014-05-04 01:00:00,29.0,73.0,18.0,0.2,76.0,2.0,0.0,13.2,763.3,23.0,5.0,24.0
1012,2014-05-04 02:00:00,30.0,36.0,16.0,0.1,78.0,2.0,0.0,11.4,763.5,27.0,4.0,24.0
1012,2014-05-04 03:00:00,24.0,30.0,18.0,0.2,78.0,2.0,0.0,11.4,763.5,27.0,4.0,24.0
1012,2014-05-04 04:00:00,30.0,42.0,18.0,0.2,49.0,2.0,0.0,11.4,763.5,27.0,4.0,24.0
1012,2014-05-04 05:00:00,33.0,38.0,11.0,0.2,84.0,5.0,0.0,9.8,763.6,28.0,3.0,24.0
1012,2014-05-04 06:00:00,35.0,42.0,13.0,0.2,79.0,5.0,0.0,9.8,763.6,28.0,3.0,24.0
1012,2014-05-04 07:00:00,35.0,45.0,18.0,0.2,73.0,3.0,0.0,9.8,763.6,28.0,3.0,24.0
1012,2014-05-04 08:00:00,34.0,46.0,19.0,0.2,74.0,3.0,0.0,13.0,763.3,18.0,3.0,24.0
1012,2014-05-04 09:00:00,28.0,47.0,14.0,0.1,83.0,4.0,0.0,13.0,763.3,18.0,3.0,24.0
1012,2014-05-04 10:00:00,28.0,79.0,10.0,0.1,94.0,2.0,0.0,13.0,763.3,18.0,3.0,24.0
1012,2014-05-04 11:00:00,20.0,90.0,9.0,0.1,99.0,2.0,0.0,16.1,763.0,8.0,9.0,24.0
1012,2014-05-04 12:00:00,15.0,64.0,9.0,0.1,99.0,2.0,0.0,16.1,763.0,8.0,9.0,24.0
1012,2014-05-04 13:00:00,28.0,87.0,8.0,0.1,101.0,2.0,0.0,16.1,763.0,8.0,9.0,24.0
1012,2014-05-04 14:00:00,30.0,89.0,8.0,0.1,100.0,2.0,0.0,17.8,762.9,8.0,8.0,4.0
1012,2014-05-04 15:00:00,24.0,57.0,9.0,0.1,99.0,2.0,0.0,17.8,762.9,8.0,8.0,4.0
1012,2014-05-04 16:00:00,9.0,54.0,9.0,0.1,97.0,2.0,0.0,17.8,762.9,8.0,8.0,4.0
1012,2014-05-04 17:00:00,6.0,43.0,10.0,0.1,94.0,2.0,0.0,17.2,763.0,10.0,4.0,24.0
1012,2014-05-04 18:00:00,10.0,42.0,15.0,0.1,89.0,2.0,0.0,17.2,763.0,10.0,4.0,24.0
1012,2014-05-04 19:00:00,16.0,40.0,21.0,0.2,80.0,2.0,0.0,17.2,763.0,10.0,4.0,24.0
1012,2014-05-04 20:00:00,11.0,34.0,27.0,0.2,72.0,2.0,0.0,14.7,763.9,15.0,2.0,24.0
1012,2014-05-04 21:00:00,14.0,43.0,46.0,0.2,48.0,2.0,0.0,14.7,763.9,15.0,2.0,24.0
1012,2014-05-04 22:00:00,20.0,49.0,78.0,0.4,13.0,4.0,0.0,14.7,763.9,15.0,2.0,24.0
1012,2014-05-04 23:00:00,27.0,45.0,90.0,0.6,2.0,3.0,0.0,10.4,764.4,33.0,1.0,13.0
1012,2014-05-05 00:00:00,21.0,50.0,86.0,0.7,2.0,2.0,0.0,10.4,764.4,33.0,1.0,13.0
1012,2014-05-05 01:00:00,21.0,50.0,90.0,1.1,2.0,4.0,0.0,10.4,764.4,33.0,1.0,13.0
1012,2014-05-05 02:00:00,21.0,50.0,85.0,1.1,2.0,5.0,0.0,6.9,763.6,49.0,0.0,0.0
