station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration,weather,temperature,pressure,humidity,wind_speed,wind_direction
1026,2014-05-01 00:00:00,77.0,108.4,70.8,0.9,86.1,7.6,0.0,18.0,755.9,71.0,2.0,23.0
1026,2014-05-01 01:00:00,70.0,145.4,70.3,0.9,91.4,6.7,0.0,18.0,755.9,71.0,2.0,23.0
1026,2014-05-01 02:00:00,71.0,145.4,69.3,0.8,86.7,3.6,0.0,18.0,755.9,71.0,2.0,23.0
1026,2014-05-01 03:00:00,74.0,123.1,66.7,0.8,75.4,2.3,0.0,18.0,755.9,71.0,2.0,23.0
1026,2014-05-01 04:00:00,73.0,99.5,67.2,0.8,65.8,2.0,0.0,18.0,755.9,71.0,2.0,23.0
1026,2014-05-01 05:00:00,76.0,117.9,66.9,0.8,60.3,3.7,0.0,16.8,755.8,78.0,1.0,13.0
1026,2014-05-01 06:00:00,81.0,114.1,66.7,0.8,49.7,2.5,0.0,16.8,755.8,78.0,1.0,13.0
1026,2014-05-01 07:00:00,87.0,106.9,68.4,0.8,38.4,2.0,0.0,16.8,755.8,78.0,1.0,13.0
1026,2014-05-01 08:00:00,94.0,139.3,68.7,0.9,37.0,2.2,0.0,19.0,756.9,72.0,2.0,23.0
1026,2014-05-01 09:00:00,101.0,146.1,70.8,0.9,34.2,2.0,0.0,19.0,756.9,72.0,2.0,23.0
1026,2014-05-01 10:00:00,132.0,256.4,71.7,1.0,39.2,2.0,0.0,19.0,756.9,72.0,2.0,23.0
1026,2014-05-01 11:00:00,143.0,184.3,71.6,1.3,64.1,2.1,0.0,24.5,756.1,57.0,4.0,23.0
1026,2014-05-01 12:00:00,142.0,201.3,76.0,1.4,71.9,7.1,0.0,24.5,756.1,57.0,4.0,23.0
1026,2014-05-01 13:00:00,132.0,164.0,70.4,1.2,70.6,8.0,0.0,24.5,756.1,57.0,4.0,23.0
1026,2014-05-01 14:00:00,127.0,183.3,61.0,1.1,90.3,10.9,0.0,26.7,753.9,44.0,5.0,3.0
1026,2014-05-01 15:00:00,110.0,183.3,49.5,0.9,109.4,8.1,0.0,26.7,753.9,44.0,5.0,3.0
1026,2014-05-01 16:00:00,114.0,222.2,52.3,1.0,123.9,9.4,0.0,26.7,753.9,44.0,5.0,3.0
1026,2014-05-01 17:00:00,100.0,155.1,54.1,1.0,143.6,2.8,0.0,26.6,753.8,48.0,3.0,2.0
1026,2014-05-01 18:00:00,99.0,141.8,54.5,1.1,164.0,14.6,0.0,26.6,753.8,48.0,3.0,2.0
1026,2014-05-01 19:00:00,101.0,295.1,47.8,1.0,150.3,15.4,0.0,26.6,753.8,48.0,3.0,2.0
1026,2014-05-01 20:00:00,76.0,190.7,34.7,0.7,96.7,9.2,0.0,19.1,756.7,32.0,6.0,4.0
1026,2014-05-01 21:00:00,66.0,128.1,45.1,0.8,69.4,5.0,0.0,19.1,756.7,32.0,6.0,4.0
1026,2014-05-01 22:00:00,60.0,133.0,46.8,0.8,59.3,2.8,0.0,19.1,756.7,32.0,6.0,4.0
1026,2014-05-01 23:00:00,50.0,63.7,39.3,0.7,64.2,4.2,0.0,15.1,759.2,42.0,5.0,4.0
1026,2014-05-02 00:00:00,44.0,86.6,31.6,0.6,60.0,7.6,0.0,15.1,759.2,42.0,5.0,4.0
1026,2014-05-02 01:00:00,42.0,128.1,31.3,0.5,54.2,4.7,0.0,15.1,759.2,42.0,5.0,4.0
1026,2014-05-02 02:00:00,30.0,70.3,28.2,0.5,55.6,4.9,0.0,13.7,759.4,38.0,4.0,24.0
1026,2014-05-02 03:00:00,26.0,70.3,26.2,0.4,57.3,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1026,2014-05-02 04:00:00,28.0,58.4,24.1,0.4,59.5,2.0,0.0,13.7,759.4,38.0,4.0,24.0
1026,2014-05-02 05:00:00,25.0,30.5,22.8,0.4,62.4,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1026,2014-05-02 06:00:00,22.0,75.5,20.8,0.3,68.0,2.2,0.0,13.5,760.3,35.0,4.0,24.0
1026,2014-05-02 07:00:00,20.0,75.5,19.1,0.3,69.4,2.0,0.0,13.5,760.3,35.0,4.0,24.0
1026,2014-05-02 08:00:00,16.0,16.7,18.4,0.3,73.3,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1026,2014-05-02 09:00:00,18.0,151.3,21.6,0.3,73.7,2.0,0.0,14.4,762.2,24.0,8.0,4.0
1026,2014-05-02 10:00:00,18.0,52.7,26.7,0.3,65.9,2.4,0.0,14.4,762.2,24.0,8.0,4.0
1026,2014-05-02 11:00:00,24.0,75.7,20.4,0.3,73.4,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1026,2014-05-02 12:00:00,22.0,46.3,19.5,0.3,73.8,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1026,2014-05-02 13:00:00,18.0,29.3,18.8,0.3,77.5,2.0,0.0,18.6,763.6,14.0,4.0,24.0
1026,2014-05-02 14:00:00,15.0,21.8,21.7,0.3,72.9,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1026,2014-05-02 15:00:00,18.0,21.8,25.5,0.3,69.0,2.5,0.0,21.8,761.6,11.0,2.0,3.0
1026,2014-05-02 16:00:00,14.0,40.0,29.0,0.4,65.3,2.0,0.0,21.8,761.6,11.0,2.0,3.0
1026,2014-05-02 17:00:00,14.0,21.8,24.0,0.3,71.3,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1026,2014-05-02 18:00:00,19.0,34.5,32.6,0.4,69.9,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1026,2014-05-02 19:00:00,19.0,100.6,33.4,0.4,66.0,2.0,0.0,20.5,762.2,24.0,3.0,24.0
1026,2014-05-02 20:00:00,13.0,48.5,39.7,0.4,63.2,2.6,0.0,15.7,763.7,38.0,1.0,14.0
1026,2014-05-02 21:00:00,26.0,48.5,45.2,0.4,58.6,2.5,0.0,15.7,763.7,38.0,1.0,14.0
1026,2014-05-02 22:00:00,12.0,51.9,36.7,0.4,58.7,2.1,0.0,15.7,763.7,38.0,1.0,14.0
1026,2014-05-02 23:00:00,16.0,34.3,48.9,0.4,43.1,3.8,0.0,13.3,763.6,49.0,1.0,2.0
1026,2014-05-03 00:00:00,21.0,44.3,52.8,0.5,25.9,4.7,0.0,13.3,763.6,49.0,1.0,2.0
1026,2014-05-03 01:00:00,27.0,50.5,59.4,0.5,10.4,4.4,0.0,13.3,763.6,49.0,1.0,2.0
1026,2014-05-03 02:00:00,21.0,42.6,53.9,0.7,25.8,4.8,0.0,11.4,762.6,56.0,2.0,23.0
1026,2014-05-03 03:00:00,20.0,29.9,44.8,0.3,3.5,4.8,0.0,11.4,762.6,56.0,2.0,23.0
